Timestamp (finished),Interaction,Type,UUID,Details,Duration (s),"Pos (w,h)"
2019-01-29T15:33:22Z,Created,Entity,02c88801-9bbf-4acc-8f66-2b81f2202c18,,0.0,"(28.6%, 72.2%)"
2019-01-29T15:33:27Z,Named,Entity,02c88801-9bbf-4acc-8f66-2b81f2202c18,<Name of entity type> -> Leihmedium,0.0,
2019-01-29T15:33:30Z,Created,Attribute,b4cddfd2-3ca8-4754-abff-a25a33546e81,,0.0,"(35.4%, 50.9%)"
2019-01-29T15:33:38Z,Named,Attribute,b4cddfd2-3ca8-4754-abff-a25a33546e81,<Name>  -> Titel :,0.0,
2019-01-29T15:33:40Z,Moved,Attribute,b4cddfd2-3ca8-4754-abff-a25a33546e81,"delta: (-3.9%, -0.9%)",1.0,"(28.9%, 68.5%)"
2019-01-29T15:33:40Z,Assigned,Entity,02c88801-9bbf-4acc-8f66-2b81f2202c18,"node: 02c88801-9bbf-4acc-8f66-2b81f2202c18, attr: b4cddfd2-3ca8-4754-abff-a25a33546e81",0.0,
2019-01-29T15:33:43Z,Created,Attribute,338c6e6a-9388-4975-b87d-bfeb82a1c7e3,,0.0,"(31.2%, 51.9%)"
2019-01-29T15:33:52Z,Named,Attribute,338c6e6a-9388-4975-b87d-bfeb82a1c7e3,<Name>  -> ISBN :,0.0,
2019-01-29T15:33:55Z,Moved,Attribute,338c6e6a-9388-4975-b87d-bfeb82a1c7e3,"delta: (1.6%, 1.9%)",2.0,"(29.7%, 64.8%)"
2019-01-29T15:33:56Z,Assigned,Entity,02c88801-9bbf-4acc-8f66-2b81f2202c18,"node: 02c88801-9bbf-4acc-8f66-2b81f2202c18, attr: 338c6e6a-9388-4975-b87d-bfeb82a1c7e3",0.0,
2019-01-29T15:33:56Z,Moved,Attribute,338c6e6a-9388-4975-b87d-bfeb82a1c7e3,"delta: (1.3%, 0.5%)",0.0,"(30.2%, 65.7%)"
2019-01-29T15:34:02Z,Created,Attribute,58661fff-0a52-4aa2-ad7d-7949a57103fe,,0.0,"(25.0%, 53.7%)"
2019-01-29T15:34:13Z,Named,Attribute,58661fff-0a52-4aa2-ad7d-7949a57103fe,<Name>  -> Erscheinungsjahr :,0.0,
2019-01-29T15:34:18Z,Moved,Attribute,58661fff-0a52-4aa2-ad7d-7949a57103fe,"delta: (-0.3%, -0.9%)",4.0,"(28.9%, 63.9%)"
2019-01-29T15:34:18Z,Assigned,Entity,02c88801-9bbf-4acc-8f66-2b81f2202c18,"node: 02c88801-9bbf-4acc-8f66-2b81f2202c18, attr: 58661fff-0a52-4aa2-ad7d-7949a57103fe",0.0,
2019-01-29T15:34:29Z,Created,Entity,feaf8278-d264-42d6-a943-a5957f4d323a,,0.0,"(54.2%, 64.8%)"
2019-01-29T15:34:34Z,Named,Entity,feaf8278-d264-42d6-a943-a5957f4d323a,<Name of entity type> -> Exemplar,0.0,
2019-01-29T15:34:36Z,Created,Attribute,cc9048d9-0178-42a6-b25f-56ec77f19767,,0.0,"(53.1%, 41.7%)"
2019-01-29T15:34:50Z,Named,Attribute,cc9048d9-0178-42a6-b25f-56ec77f19767,<Name>  -> Anschaffungspreis :,0.0,
