Timestamp (finished),Interaction,Type,UUID,Details,Duration (s),"Pos (w,h)"
2019-01-07T17:35:15Z,Created,Entity,ecada4e0-771c-4d91-9b5c-9e4df075f982,,0.0,"(21.35%, 83.33%)"
2019-01-07T17:35:27Z,Named,Entity,ecada4e0-771c-4d91-9b5c-9e4df075f982, -> Med,1.0,
2019-01-07T17:35:32Z,Created,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,,0.0,"(24.48%, 66.67%)"
2019-01-07T17:35:37Z,Named,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b, -> <Name>,0.0,
2019-01-07T17:35:40Z,Created,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,,0.0,"(40.62%, 62.96%)"
2019-01-07T17:35:41Z,Named,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3, -> <Name>,0.0,
2019-01-07T17:35:42Z,Created,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,,0.0,"(33.33%, 53.70%)"
2019-01-07T17:35:45Z,Named,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8, -> <Name>,0.0,
2019-01-07T17:35:49Z,Named,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,<Name> -> Titel:,2.0,
2019-01-07T17:35:53Z,Changed Data Type,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,None -> String,2.0,
2019-01-07T17:36:11Z,Named,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,<Name> -> Erscheinungsjahr:,8.0,
2019-01-07T17:36:16Z,Changed Data Type,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,None -> Date,3.0,
2019-01-07T17:36:25Z,Named,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,<Name> -> IS,0.0,
2019-01-07T17:36:31Z,Renamed,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,IS -> ISBN,0.0,
2019-01-07T17:36:32Z,Changed Data Type,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,None -> Integ,1.0,
2019-01-07T17:36:37Z,Moved,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,Delta: 4.64%,2.0,"(21.88%, 75.00%)"
2019-01-07T17:36:37Z,Assigned,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,None -> ecada4e0-771c-4d91-9b5c-9e4df075f982,0.0,
2019-01-07T17:36:37Z,Renamed,Entity,ecada4e0-771c-4d91-9b5c-9e4df075f982,Med -> Medien,0.0,
2019-01-07T17:36:37Z,Moved,Attribute,8aaa7dc1-508f-4009-8599-e1d8cdef905b,Delta: 0.00%,0.0,"(21.35%, 79.63%)"
2019-01-07T17:36:44Z,Moved,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,Delta: 4.15%,4.0,"(25.52%, 75.93%)"
2019-01-07T17:36:44Z,Assigned,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,None -> ecada4e0-771c-4d91-9b5c-9e4df075f982,0.0,
2019-01-07T17:36:44Z,Moved,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,Delta: 0.00%,0.0,"(21.88%, 81.48%)"
2019-01-07T17:36:44Z,Unassigned,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,ecada4e0-771c-4d91-9b5c-9e4df075f982 -> None,0.0,
2019-01-07T17:36:44Z,Moved,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,Delta: 0.00%,0.0,"(21.88%, 82.41%)"
2019-01-07T17:36:44Z,Assigned,Attribute,d6483ed6-bb72-471e-a572-f285daea31f3,None -> ecada4e0-771c-4d91-9b5c-9e4df075f982,0.0,
2019-01-07T17:36:46Z,Moved,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,Delta: 0.00%,0.0,"(24.48%, 70.37%)"
2019-01-07T17:36:46Z,Changed Data Type,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,Integ -> Integer,0.0,
2019-01-07T17:36:47Z,Moved,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,Delta: 6.53%,1.0,"(22.40%, 81.48%)"
2019-01-07T17:36:47Z,Assigned,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,None -> ecada4e0-771c-4d91-9b5c-9e4df075f982,0.0,
2019-01-07T17:36:47Z,Moved,Entity,ecada4e0-771c-4d91-9b5c-9e4df075f982,Delta: 0.00%,0.0,"(21.35%, 83.33%)"
2019-01-07T17:36:47Z,Moved,Attribute,a4a65073-72c8-47c8-9faf-7b8b2d8f98a8,Delta: 0.00%,0.0,"(22.40%, 82.41%)"
2019-01-07T17:36:51Z,Created,Entity,9a8c7445-02f9-47f1-a1a8-966e5fe951e6,,0.0,"(46.88%, 75.00%)"
2019-01-07T17:37:04Z,Named,Entity,9a8c7445-02f9-47f1-a1a8-966e5fe951e6, -> Exempl,8.0,
2019-01-07T17:37:13Z,Created,Attribute,b2fbdb18-3027-4d02-83f9-c4a0f1c279f7,,0.0,"(53.12%, 43.52%)"
2019-01-07T17:37:15Z,Named,Attribute,b2fbdb18-3027-4d02-83f9-c4a0f1c279f7, -> <Name>,0.0,
2019-01-07T17:37:16Z,Created,Attribute,2b2afbfb-ef16-44b2-9dd9-379908b2d776,,0.0,"(52.60%, 52.78%)"
2019-01-07T17:37:18Z,Named,Attribute,2b2afbfb-ef16-44b2-9dd9-379908b2d776, -> <Name>,0.0,
2019-01-07T17:37:19Z,Created,Attribute,9eff7daa-7991-4e38-9260-8a20c3a8dfef,,0.0,"(71.35%, 50.93%)"
2019-01-07T17:37:23Z,Named,Attribute,9eff7daa-7991-4e38-9260-8a20c3a8dfef, -> <Name>,0.0,
2019-01-07T17:37:31Z,Named,Attribute,2b2afbfb-ef16-44b2-9dd9-379908b2d776,<Name> -> Signatur,2.0,
2019-01-07T17:37:47Z,Changed Data Type,Attribute,2b2afbfb-ef16-44b2-9dd9-379908b2d776,None -> Int,0.0,
